,Numero,Year,EXPEDIENTE,Nombre,NIVEL,Area,Disciplina,Subdisciplina,Especialidad,Institucion,Dependencia,Entidad,Pais,CVU
7471,385929,2020,5517,MARTINEZ_ RAMOS_ MIGUEL,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,ECOLOGIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES EN ECOSISTEMAS Y SUSTENTABILIDA,Michoacan,MEXICO,NA
7473,418992,2022,5517,MARTINEZ_ RAMOS_ MIGUEL,1,II.- BIOLOGIA Y QUIMICA,OTRAS ESPECIALIDADES EN MATERIA DE BIOLOGIA,,ECOLOGIA,NA,COORDINACION DE INVESTIGACION CIENTIFICA,NA,MEXICO,NA
7459,164814,2010,5517,MARTINEZ_ RAMOS_ MIGUEL,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,ECOLOGIA DE POBLACIONES Y COMUNIDADES,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,5517
7462,181940,2011,5517,MARTINEZ_ RAMOS_ MIGUEL,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,ECOLOGIA DE POBLACIONES Y COMUNIDADES,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,5517
7463,200091,2012,5517,MARTINEZ_ RAMOS_ MIGUEL,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,ECOLOGIA DE POBLACIONES Y COMUNIDADES,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,5517
7464,219223,2013,5517,MARTINEZ_ RAMOS_ MIGUEL,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,ECOLOGIA DE POBLACIONES Y COMUNIDADES,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,5517
7465,239940,2014,5517,MARTINEZ_ RAMOS_ MIGUEL,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,ECOLOGIA DE POBLACIONES Y COMUNIDADES,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,5517
7452,2737,1991,5517,MARTINEZ_ RAMOS_ MIGUEL,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE POBLACIONES Y COMUNIDADES DE PLANTAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
7453,15573,1993,5517,MARTINEZ_ RAMOS_ MIGUEL,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE POBLACIONES Y COMUNIDADES DE PLANTAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
7454,21651,1994,5517,MARTINEZ_ RAMOS_ MIGUEL,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE POBLACIONES Y COMUNIDADES DE PLANTAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,NA
7455,27546,1995,5517,MARTINEZ_ RAMOS_ MIGUEL,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE POBLACIONES Y COMUNIDADES DE PLANTAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
7456,33478,1996,5517,MARTINEZ_ RAMOS_ MIGUEL,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE POBLACIONES Y COMUNIDADES DE PLANTAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Michoacan,MEXICO,NA
7457,39597,1997,5517,MARTINEZ_ RAMOS_ MIGUEL,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE POBLACIONES Y COMUNIDADES DE PLANTAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Michoacan,MEXICO,NA
7458,46099,1998,5517,MARTINEZ_ RAMOS_ MIGUEL,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE POBLACIONES Y COMUNIDADES DE PLANTAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Michoacan,MEXICO,NA
7460,107037,2005,5517,MARTINEZ_ RAMOS_ MIGUEL,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE POBLACIONES Y COMUNIDADES DE PLANTAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,NA
7461,148650,2009,5517,MARTINEZ_ RAMOS_ MIGUEL,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,ECOLOGIA,ECOLOGIA DE POBLACIONES Y COMUNIDADES DE PLANTAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,5517
7472,133444,2008,5517,MARTINEZ_ RAMOS_ MIGUEL,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,,ECOLOGIA DE POBLACIONES Y COMUNIDADES DE PLANTAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN ECOSISTEMAS,Michoacan,MEXICO,5517
7474,9127,1992,5517,MARTINEZ_ RAMOS_ MIGUEL,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE POBLACIONES Y COMUNIDADES DE PLANTAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,NA,NA
7451,476932,2023,5517,MARTINEZ_ RAMOS_ MIGUEL,3,II.- BIOLOGIA Y QUIMICA,ECOLOGIA,NA,ECOLOGIA Y CIENCIAS AMBIENTALES,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO (UNAM),NA,NA,MEXICO,NA
7475,513448,2024,5517,MARTINEZ_ RAMOS_ MIGUEL,3,NA,ECOLOGIA,NA,ECOLOGIA Y CIENCIAS AMBIENTALES,NA,NA,NA,MEXICO,NA
7476,476952,2023,99679,MARTINEZ_ RIVERA_ SERGIO_ EFREN,1,VI.- CIENCIAS SOCIALES,OTRAS ESPECIALIDADES ECONOMICAS,NA,ECONOMIA ECOLOGICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO (UNAM),NA,NA,MEXICO,NA
7477,519142,2024,206854,MARTINEZ_ ROMERO_ EDUARDO,1,NA,CIENCIA FORESTAL,NA,SOCIOLOGIA ECOLOGICA,NA,NA,NA,MEXICO,NA
7478,2729,1991,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,MEXICO,NA
7479,15566,1993,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,MICROBIOLOGIA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,MEXICO,NA
7480,21645,1994,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,No Disponible,Morelos,MEXICO,NA
7481,27541,1995,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,GENETICA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,MEXICO,NA
7482,33472,1996,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,MICROBIOLOGIA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,MEXICO,NA
7483,39591,1997,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,MICROBIOLOGIA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,MEXICO,NA
7484,46093,1998,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,MICROBIOLOGIA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,MEXICO,NA
7485,53078,1999,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,MICROBIOLOGIA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,MEXICO,NA
7486,61012,2000,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,MICROBIOLOGIA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,MEXICO,NA
7487,68805,2001,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,MICROBIOLOGIA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,MEXICO,NA
7488,77496,2002,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,MICROBIOLOGIA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,MEXICO,NA
7489,86695,2003,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,MICROBIOLOGIA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,MEXICO,NA
7490,107047,2005,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,3,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,MICROBIOLOGIA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,MEXICO,NA
7491,133454,2008,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE CIENCIAS GENOMICAS,Morelos,MEXICO,2174
7492,9118,1992,2174,MARTINEZ_ ROMERO_ MARIA_ ESPERANZA,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,GENETICA,GENETICA MICROBIANA Y ECOLOGIA DE LA SIMBIOSIS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION SOBRE FIJACION DE NITROGENO,Morelos,NA,NA
7493,477001,2023,440079,MARTINEZ_ RUIZ_ MARISELA,1,II.- BIOLOGIA Y QUIMICA,ECOLOGIA,NA,ECOLOGIA Y CIENCIAS AMBIENTALES,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA/ UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO (UNAM),NA,NA,MEXICO,NA
7494,534664,2024,440079,MARTINEZ_ RUIZ_ MARISELA,1,NA,ECOLOGIA,NA,ECOLOGIA Y CIENCIAS AMBIENTALES,NA,NA,NA,MEXICO,NA
7495,306243,2017,37256,MARTINEZ_ SALVADOR_ MARTIN,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,SILVICULTURA,ECOLOGIA Y MANEJO SUSTENTABLE DE ECOSISTEMAS FORES,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,FACULTAD DE ZOOTECNIA,Chihuahua,MEXICO,NA
7496,333248,2018,37256,MARTINEZ_ SALVADOR_ MARTIN,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,SILVICULTURA,ECOLOGIA Y MANEJO SUSTENTABLE DE ECOSISTEMAS FORES,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,FACULTAD DE ZOOTECNIA,Chihuahua,MEXICO,NA
7497,361750,2019,37256,MARTINEZ_ SALVADOR_ MARTIN,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,SILVICULTURA,ECOLOGIA Y MANEJO SUSTENTABLE DE ECOSISTEMAS FORES,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,FACULTAD DE ZOOTECNIA,Chihuahua,MEXICO,NA
7498,392194,2020,37256,MARTINEZ_ SALVADOR_ MARTIN,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,SILVICULTURA,ECOLOGIA Y MANEJO SUSTENTABLE DE ECOSISTEMAS FORES,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,FACULTAD DE ZOOTECNIA,Chihuahua,MEXICO,NA
7499,425090,2022,37256,MARTINEZ_ SALVADOR_ MARTIN,1,"VII. CIENCIAS DE AGRICULTURA, AGROPECUARIAS, FORESTALES Y DE ECOSISTEMAS",SILVICULTURA,SILVICULTURA,ECOLOGIA Y MANEJO SUSTENTABLE DE ECOSISTEMAS FORES,NA,FACULTAD DE ZOOTECNIA,NA,MEXICO,NA
7500,516192,2024,311256,MARTINEZ_ SANCHEZ_ ITZCOATL,1,NA,AGRONOMIA,NA,ECOLOGIA DE LOS INSECTOS,NA,NA,NA,MEXICO,NA
7501,477031,2023,120967,MARTINEZ_ SANCHEZ_ JOSE_ LUIS,1,II.- BIOLOGIA Y QUIMICA,ECOLOGIA,NA,CONSERVACION ECOLOGICA,UNIVERSIDAD JUAREZ AUTONOMA DE Tabasco,NA,NA,MEXICO,NA
7502,164844,2010,120967,MARTINEZ_ SANCHEZ_ JOSE_ LUIS,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,SILVICULTURA,ECOLOGIA DE SELVA TROPICAL,UNIVERSIDAD JUAREZ AUTONOMA DE Tabasco,DIVISION ACADEMICA DE CIENCIAS BIOLOGICAS,Tabasco,MEXICO,120967
7503,148674,2009,120967,MARTINEZ_ SANCHEZ_ JOSE_ LUIS,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,ECOLOGIA,ECOLOGIA DE SELVA TROPICAL,UNIVERSIDAD JUAREZ AUTONOMA DE Tabasco,DIVISION ACADEMICA DE CIENCIAS BIOLOGICAS,Tabasco,MEXICO,120967
7505,133465,2008,120967,MARTINEZ_ SANCHEZ_ JOSE_ LUIS,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,SILVICULTURA,ECOLOGIA DE SELVA TROPICAL,UNIVERSIDAD JUAREZ AUTONOMA DE Tabasco,No Disponible,Tabasco,MEXICO,120967
7504,398137,2020,120967,MARTINEZ_ SANCHEZ_ JOSE_ LUIS,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,SILVICULTURA,ECOLOGIA Y CONSERVACION DE SELVAS TROPICALES,UNIVERSIDAD JUAREZ AUTONOMA DE Tabasco,DIVISION ACADEMICA DE CIENCIAS BIOLOGICAS,Tabasco,MEXICO,NA
7510,148686,2009,76154,MARTINEZ_ TORRES_ MARIA_ ELENA,1,VI.- CIENCIAS SOCIALES,GEOGRAFIA,,DESARROLLO RURAL Y AGROECOLOGIA,"CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL, (CIESAS)",UNIDAD SURESTE,Chiapas,MEXICO,76154
7514,133475,2008,76154,MARTINEZ_ TORRES_ MARIA_ ELENA,1,VI.- CIENCIAS SOCIALES,GEOGRAFIA,GEOGRAFIA ECONOMICA,DESARROLLO RURAL Y AGROECOLOGIA,"CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL, (CIESAS)",UNIDAD SURESTE,Chiapas,MEXICO,76154
7511,181986,2011,76154,MARTINEZ_ TORRES_ MARIA_ ELENA,1,VI.- CIENCIAS SOCIALES,GEOGRAFIA,GEOGRAFIA HUMANA,MOVIMIENTOS SOCIALES RURALES Y AGROECOLOGIA,"CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL, (CIESAS)",UNIDAD SURESTE,Chiapas,MEXICO,76154
7512,200139,2012,76154,MARTINEZ_ TORRES_ MARIA_ ELENA,1,VI.- CIENCIAS SOCIALES,GEOGRAFIA,GEOGRAFIA HUMANA,MOVIMIENTOS SOCIALES RURALES Y AGROECOLOGIA,"CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL, (CIESAS)",UNIDAD SURESTE,Chiapas,MEXICO,76154
7513,219272,2013,76154,MARTINEZ_ TORRES_ MARIA_ ELENA,1,VI.- CIENCIAS SOCIALES,GEOGRAFIA,GEOGRAFIA HUMANA,MOVIMIENTOS SOCIALES RURALES Y AGROECOLOGIA,"CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL, (CIESAS)",UNIDAD SURESTE,Chiapas,MEXICO,76154
7523,53060,1999,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE PLANTAS DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",AREA DE VEGETACION Y FLORA,Veracruz,MEXICO,NA
7524,61031,2000,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE PLANTAS DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",AREA DE VEGETACION Y FLORA,Veracruz,MEXICO,NA
7525,68822,2001,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE PLANTAS DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",AREA DE VEGETACION Y FLORA,Veracruz,MEXICO,NA
7526,77514,2002,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE PLANTAS DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",AREA DE VEGETACION Y FLORA,Veracruz,MEXICO,NA
7527,86713,2003,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE PLANTAS DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",AREA DE VEGETACION Y FLORA,Veracruz,MEXICO,NA
7528,107069,2005,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE PLANTAS DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",AREA DE VEGETACION Y FLORA,Veracruz,MEXICO,NA
7516,15547,1993,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,C,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE ZONAS COSTERAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE CIENCIAS,Ciudad de Mexico,MEXICO,NA
7517,21628,1994,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,C,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE ZONAS COSTERAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,No Disponible,Ciudad de Mexico,MEXICO,NA
7518,27521,1995,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,C,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",No Disponible,Veracruz,MEXICO,NA
7519,33452,1996,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",AREA DE VEGETACION Y FLORA,Veracruz,MEXICO,NA
7520,39573,1997,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",AREA DE VEGETACION Y FLORA,Veracruz,MEXICO,NA
7521,46075,1998,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",AREA DE VEGETACION Y FLORA,Veracruz,MEXICO,NA
7522,164871,2010,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,ECOLOGIA DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",DEPTO. DE ECOLOGIA FUNCIONAL,Veracruz,MEXICO,13964
7529,148698,2009,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,ECOLOGIA,ECOLOGIA DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",DEPTO. DE ECOLOGIA FUNCIONAL,Veracruz,MEXICO,13964
7530,182001,2011,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,ECOLOGIA DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",DEPTO. DE ECOLOGIA FUNCIONAL,Veracruz,MEXICO,13964
7540,133486,2008,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,ECOLOGIA DE ZONAS COSTERAS,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",AREA DE VEGETACION Y FLORA,Veracruz,MEXICO,13964
7531,200151,2012,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,ECOLOGIA VEGETAL DE ZONAS COSTERAS.,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",DEPTO. DE ECOLOGIA FUNCIONAL,Veracruz,MEXICO,13964
7532,219286,2013,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,ECOLOGIA VEGETAL DE ZONAS COSTERAS.,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",DEPTO. DE ECOLOGIA FUNCIONAL,Veracruz,MEXICO,13964
7533,240014,2014,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,ECOLOGIA VEGETAL DE ZONAS COSTERAS.,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",RED DE ECOLOGIA FUNCIONAL,Veracruz,MEXICO,13964
7534,253499,2015,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,ECOLOGIA VEGETAL,ECOLOGIA VEGETAL DE ZONAS COSTERAS.,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",RED DE ECOLOGIA FUNCIONAL,Veracruz,MEXICO,NA
7535,276756,2016,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,2,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BOTANICA,ECOLOGIA VEGETAL DE ZONAS COSTERAS.,"INSTITUTO DE ECOLOGIA, A.C. (INECOL)",RED DE ECOLOGIA FUNCIONAL,Veracruz,MEXICO,NA
7515,477114,2023,13964,MARTINEZ_ VAZQUEZ_ MARIA_ LUISA,3,II.- BIOLOGIA Y QUIMICA,ECOLOGIA,NA,ECOLOGIA Y CIENCIAS AMBIENTALES,INSTITUTO DE ECOLOGIA A.C. (INECOL),NA,NA,MEXICO,NA
